tenant,role,module,action,method,route,expected,ok,status
TENANT_B,admin,payroll,create,POST,/api/payroll/items-extras,deny,false,500
TENANT_A,none,payroll,update,PUT,/api/payroll/items-extras,deny,false,500
TENANT_A,read,payroll,update,PUT,/api/payroll/items-extras,deny,false,500
TENANT_A,editor,payroll,update,PUT,/api/payroll/items-extras,allow,false,500
TENANT_A,admin,payroll,update,PUT,/api/payroll/items-extras,allow,false,500
TENANT_B,none,payroll,update,PUT,/api/payroll/items-extras,deny,false,500
TENANT_B,read,payroll,update,PUT,/api/payroll/items-extras,deny,false,500
TENANT_B,editor,payroll,update,PUT,/api/payroll/items-extras,allow,false,500
TENANT_B,admin,payroll,update,PUT,/api/payroll/items-extras,allow,false,500
TENANT_A,none,payroll,delete,DELETE,/api/payroll/items-extras,deny,false,500
TENANT_A,read,payroll,delete,DELETE,/api/payroll/items-extras,deny,false,500
TENANT_A,editor,payroll,delete,DELETE,/api/payroll/items-extras,deny,false,500
TENANT_A,admin,payroll,delete,DELETE,/api/payroll/items-extras,deny,false,500
TENANT_B,none,payroll,delete,DELETE,/api/payroll/items-extras,deny,false,500
TENANT_B,read,payroll,delete,DELETE,/api/payroll/items-extras,deny,false,500
TENANT_B,editor,payroll,delete,DELETE,/api/payroll/items-extras,deny,false,500
TENANT_B,admin,payroll,delete,DELETE,/api/payroll/items-extras,deny,false,500
TENANT_A,none,payroll,read:list,GET,/api/payroll/roles-servicio,deny,false,500
TENANT_A,read,payroll,read:list,GET,/api/payroll/roles-servicio,deny,false,500
TENANT_A,editor,payroll,read:list,GET,/api/payroll/roles-servicio,deny,false,500
TENANT_A,admin,payroll,read:list,GET,/api/payroll/roles-servicio,deny,false,500
TENANT_B,none,payroll,read:list,GET,/api/payroll/roles-servicio,deny,false,500
TENANT_B,read,payroll,read:list,GET,/api/payroll/roles-servicio,deny,false,500
TENANT_B,editor,payroll,read:list,GET,/api/payroll/roles-servicio,deny,false,500
TENANT_B,admin,payroll,read:list,GET,/api/payroll/roles-servicio,deny,false,500
TENANT_A,none,payroll,read:list,GET,/api/payroll/items,deny,false,500
TENANT_A,read,payroll,read:list,GET,/api/payroll/items,deny,false,500
TENANT_A,editor,payroll,read:list,GET,/api/payroll/items,deny,false,500
TENANT_A,admin,payroll,read:list,GET,/api/payroll/items,deny,false,500
TENANT_B,none,payroll,read:list,GET,/api/payroll/items,deny,false,500
TENANT_B,read,payroll,read:list,GET,/api/payroll/items,deny,false,500
TENANT_B,editor,payroll,read:list,GET,/api/payroll/items,deny,false,500
TENANT_B,admin,payroll,read:list,GET,/api/payroll/items,deny,false,500
TENANT_A,none,payroll,create,POST,/api/payroll/items,deny,false,500
TENANT_A,read,payroll,create,POST,/api/payroll/items,deny,false,500
TENANT_A,editor,payroll,create,POST,/api/payroll/items,deny,false,500
TENANT_A,admin,payroll,create,POST,/api/payroll/items,deny,false,500
TENANT_B,none,payroll,create,POST,/api/payroll/items,deny,false,500
TENANT_B,read,payroll,create,POST,/api/payroll/items,deny,false,500
TENANT_B,editor,payroll,create,POST,/api/payroll/items,deny,false,500
TENANT_B,admin,payroll,create,POST,/api/payroll/items,deny,false,500
TENANT_A,none,guardias,read:detail,GET,/api/guardias/[id]/asignacion,deny,false,500
TENANT_A,read,guardias,read:detail,GET,/api/guardias/[id]/asignacion,allow,false,500
TENANT_A,editor,guardias,read:detail,GET,/api/guardias/[id]/asignacion,allow,false,500
TENANT_A,admin,guardias,read:detail,GET,/api/guardias/[id]/asignacion,allow,false,500
TENANT_B,none,guardias,read:detail,GET,/api/guardias/[id]/asignacion,deny,false,500
TENANT_B,read,guardias,read:detail,GET,/api/guardias/[id]/asignacion,allow,false,500
TENANT_B,editor,guardias,read:detail,GET,/api/guardias/[id]/asignacion,allow,false,500
TENANT_B,admin,guardias,read:detail,GET,/api/guardias/[id]/asignacion,allow,false,500
TENANT_A,none,guardias,read:detail,GET,/api/guardias/[id]/asignacion-actual,deny,false,500
TENANT_A,read,guardias,read:detail,GET,/api/guardias/[id]/asignacion-actual,allow,false,500
TENANT_A,editor,guardias,read:detail,GET,/api/guardias/[id]/asignacion-actual,allow,false,500
TENANT_A,admin,guardias,read:detail,GET,/api/guardias/[id]/asignacion-actual,allow,false,500
TENANT_B,none,guardias,read:detail,GET,/api/guardias/[id]/asignacion-actual,deny,false,500
TENANT_B,read,guardias,read:detail,GET,/api/guardias/[id]/asignacion-actual,allow,false,500
TENANT_B,editor,guardias,read:detail,GET,/api/guardias/[id]/asignacion-actual,allow,false,500
TENANT_B,admin,guardias,read:detail,GET,/api/guardias/[id]/asignacion-actual,allow,false,500
TENANT_A,none,guardias,create,POST,/api/guardias/[id]/bancarios,deny,false,500
TENANT_A,read,guardias,create,POST,/api/guardias/[id]/bancarios,deny,false,500
TENANT_A,editor,guardias,create,POST,/api/guardias/[id]/bancarios,allow,false,500
TENANT_A,admin,guardias,create,POST,/api/guardias/[id]/bancarios,allow,false,500
TENANT_B,none,guardias,create,POST,/api/guardias/[id]/bancarios,deny,false,500
TENANT_B,read,guardias,create,POST,/api/guardias/[id]/bancarios,deny,false,500
TENANT_B,editor,guardias,create,POST,/api/guardias/[id]/bancarios,allow,false,500
TENANT_B,admin,guardias,create,POST,/api/guardias/[id]/bancarios,allow,false,500
TENANT_A,none,guardias,update,PUT,/api/guardias/[id]/fecha-os10,deny,false,500
TENANT_A,read,guardias,update,PUT,/api/guardias/[id]/fecha-os10,deny,false,500
TENANT_A,editor,guardias,update,PUT,/api/guardias/[id]/fecha-os10,allow,false,500
TENANT_A,admin,guardias,update,PUT,/api/guardias/[id]/fecha-os10,allow,false,500
TENANT_B,none,guardias,update,PUT,/api/guardias/[id]/fecha-os10,deny,false,500
TENANT_B,read,guardias,update,PUT,/api/guardias/[id]/fecha-os10,deny,false,500
TENANT_B,editor,guardias,update,PUT,/api/guardias/[id]/fecha-os10,allow,false,500
TENANT_B,admin,guardias,update,PUT,/api/guardias/[id]/fecha-os10,allow,false,500
TENANT_A,none,guardias,read:detail,GET,/api/guardias/[id]/banco,deny,false,500
TENANT_A,read,guardias,read:detail,GET,/api/guardias/[id]/banco,allow,false,500
TENANT_A,editor,guardias,read:detail,GET,/api/guardias/[id]/banco,allow,false,500
TENANT_A,admin,guardias,read:detail,GET,/api/guardias/[id]/banco,allow,false,500
TENANT_B,none,guardias,read:detail,GET,/api/guardias/[id]/banco,deny,false,500
TENANT_B,read,guardias,read:detail,GET,/api/guardias/[id]/banco,allow,false,500
TENANT_B,editor,guardias,read:detail,GET,/api/guardias/[id]/banco,allow,false,500
TENANT_B,admin,guardias,read:detail,GET,/api/guardias/[id]/banco,allow,false,500
TENANT_A,none,guardias,update,PATCH,/api/guardias/[id]/banco,deny,false,500
TENANT_A,read,guardias,update,PATCH,/api/guardias/[id]/banco,deny,false,500
TENANT_A,editor,guardias,update,PATCH,/api/guardias/[id]/banco,allow,false,500
TENANT_A,admin,guardias,update,PATCH,/api/guardias/[id]/banco,allow,false,500
TENANT_B,none,guardias,update,PATCH,/api/guardias/[id]/banco,deny,false,500
TENANT_B,read,guardias,update,PATCH,/api/guardias/[id]/banco,deny,false,500
TENANT_B,editor,guardias,update,PATCH,/api/guardias/[id]/banco,allow,false,500
TENANT_B,admin,guardias,update,PATCH,/api/guardias/[id]/banco,allow,false,500
TENANT_A,none,guardias,read:detail,GET,/api/guardias/[id]/historial-mensual,deny,false,500
TENANT_A,read,guardias,read:detail,GET,/api/guardias/[id]/historial-mensual,allow,false,500
TENANT_A,editor,guardias,read:detail,GET,/api/guardias/[id]/historial-mensual,allow,false,500
TENANT_A,admin,guardias,read:detail,GET,/api/guardias/[id]/historial-mensual,allow,false,500
TENANT_B,none,guardias,read:detail,GET,/api/guardias/[id]/historial-mensual,deny,false,500
TENANT_B,read,guardias,read:detail,GET,/api/guardias/[id]/historial-mensual,allow,false,500
TENANT_B,editor,guardias,read:detail,GET,/api/guardias/[id]/historial-mensual,allow,false,500
TENANT_B,admin,guardias,read:detail,GET,/api/guardias/[id]/historial-mensual,allow,false,500
TENANT_A,none,guardias,read:detail,GET,/api/guardias/[id]/pagos-turnos-extras,deny,false,500
TENANT_A,read,guardias,read:detail,GET,/api/guardias/[id]/pagos-turnos-extras,allow,false,500
TENANT_A,editor,guardias,read:detail,GET,/api/guardias/[id]/pagos-turnos-extras,allow,false,500
TENANT_A,admin,guardias,read:detail,GET,/api/guardias/[id]/pagos-turnos-extras,allow,false,500
TENANT_B,none,guardias,read:detail,GET,/api/guardias/[id]/pagos-turnos-extras,deny,false,500
TENANT_B,read,guardias,read:detail,GET,/api/guardias/[id]/pagos-turnos-extras,allow,false,500
TENANT_B,editor,guardias,read:detail,GET,/api/guardias/[id]/pagos-turnos-extras,allow,false,500
TENANT_B,admin,guardias,read:detail,GET,/api/guardias/[id]/pagos-turnos-extras,allow,false,500
TENANT_A,none,guardias,create,POST,/api/guardias/[id]/terminar-asignacion,deny,false,500
TENANT_A,read,guardias,create,POST,/api/guardias/[id]/terminar-asignacion,deny,false,500
TENANT_A,editor,guardias,create,POST,/api/guardias/[id]/terminar-asignacion,allow,false,500
TENANT_A,admin,guardias,create,POST,/api/guardias/[id]/terminar-asignacion,allow,false,500
TENANT_B,none,guardias,create,POST,/api/guardias/[id]/terminar-asignacion,deny,false,500
TENANT_B,read,guardias,create,POST,/api/guardias/[id]/terminar-asignacion,deny,false,500
TENANT_B,editor,guardias,create,POST,/api/guardias/[id]/terminar-asignacion,allow,false,500
TENANT_B,admin,guardias,create,POST,/api/guardias/[id]/terminar-asignacion,allow,false,500
TENANT_A,none,guardias,delete,DELETE,/api/guardias/permisos/[id],deny,false,500
TENANT_A,read,guardias,delete,DELETE,/api/guardias/permisos/[id],deny,false,500
TENANT_A,editor,guardias,delete,DELETE,/api/guardias/permisos/[id],deny,false,500
TENANT_A,admin,guardias,delete,DELETE,/api/guardias/permisos/[id],allow,false,500
TENANT_B,none,guardias,delete,DELETE,/api/guardias/permisos/[id],deny,false,500
TENANT_B,read,guardias,delete,DELETE,/api/guardias/permisos/[id],deny,false,500
TENANT_B,editor,guardias,delete,DELETE,/api/guardias/permisos/[id],deny,false,500
TENANT_B,admin,guardias,delete,DELETE,/api/guardias/permisos/[id],allow,false,500
TENANT_A,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/completa,deny,false,500
TENANT_A,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/completa,allow,false,500
TENANT_A,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/completa,allow,false,500
TENANT_A,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/completa,allow,false,500
TENANT_B,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/completa,deny,false,500
TENANT_B,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/completa,allow,false,500
TENANT_B,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/completa,allow,false,500
TENANT_B,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/completa,allow,false,500
TENANT_A,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas,deny,false,500
TENANT_A,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas,allow,false,500
TENANT_A,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas,allow,false,500
TENANT_A,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas,allow,false,500
TENANT_B,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas,deny,false,500
TENANT_B,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas,allow,false,500
TENANT_B,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas,allow,false,500
TENANT_B,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas,allow,false,500
TENANT_A,none,guardias,read:detail,GET,/api/guardias/[id]/pagos,deny,false,500
TENANT_A,read,guardias,read:detail,GET,/api/guardias/[id]/pagos,allow,false,500
TENANT_A,editor,guardias,read:detail,GET,/api/guardias/[id]/pagos,allow,false,500
TENANT_A,admin,guardias,read:detail,GET,/api/guardias/[id]/pagos,allow,false,500
TENANT_B,none,guardias,read:detail,GET,/api/guardias/[id]/pagos,deny,false,500
TENANT_B,read,guardias,read:detail,GET,/api/guardias/[id]/pagos,allow,false,500
TENANT_B,editor,guardias,read:detail,GET,/api/guardias/[id]/pagos,allow,false,500
TENANT_B,admin,guardias,read:detail,GET,/api/guardias/[id]/pagos,allow,false,500
TENANT_A,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas_v2,deny,false,500
TENANT_A,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas_v2,allow,false,500
TENANT_A,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas_v2,allow,false,500
TENANT_A,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas_v2,allow,false,500
TENANT_B,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas_v2,deny,false,500
TENANT_B,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas_v2,allow,false,500
TENANT_B,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas_v2,allow,false,500
TENANT_B,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/estadisticas_v2,allow,false,500
TENANT_A,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/estructuras-servicio,deny,false,500
TENANT_A,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_A,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_A,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_B,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/estructuras-servicio,deny,false,500
TENANT_B,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_B,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_B,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_A,none,instalaciones,create,POST,/api/instalaciones/[id]/estructuras-servicio,deny,false,500
TENANT_A,read,instalaciones,create,POST,/api/instalaciones/[id]/estructuras-servicio,deny,false,500
TENANT_A,editor,instalaciones,create,POST,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_A,admin,instalaciones,create,POST,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_B,none,instalaciones,create,POST,/api/instalaciones/[id]/estructuras-servicio,deny,false,500
TENANT_B,read,instalaciones,create,POST,/api/instalaciones/[id]/estructuras-servicio,deny,false,500
TENANT_B,editor,instalaciones,create,POST,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_B,admin,instalaciones,create,POST,/api/instalaciones/[id]/estructuras-servicio,allow,false,500
TENANT_A,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc,deny,false,500
TENANT_A,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_A,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_A,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_B,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc,deny,false,500
TENANT_B,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_B,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_B,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_A,none,instalaciones,create,POST,/api/instalaciones/[id]/ppc,deny,false,500
TENANT_A,read,instalaciones,create,POST,/api/instalaciones/[id]/ppc,deny,false,500
TENANT_A,editor,instalaciones,create,POST,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_A,admin,instalaciones,create,POST,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_B,none,instalaciones,create,POST,/api/instalaciones/[id]/ppc,deny,false,500
TENANT_B,read,instalaciones,create,POST,/api/instalaciones/[id]/ppc,deny,false,500
TENANT_B,editor,instalaciones,create,POST,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_B,admin,instalaciones,create,POST,/api/instalaciones/[id]/ppc,allow,false,500
TENANT_A,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos_v2,deny,false,500
TENANT_A,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos_v2,allow,false,500
TENANT_A,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos_v2,allow,false,500
TENANT_A,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos_v2,allow,false,500
TENANT_B,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos_v2,deny,false,500
TENANT_B,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos_v2,allow,false,500
TENANT_B,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos_v2,allow,false,500
TENANT_B,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos_v2,allow,false,500
TENANT_A,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos,deny,false,500
TENANT_A,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos,allow,false,500
TENANT_A,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos,allow,false,500
TENANT_A,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos,allow,false,500
TENANT_B,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos,deny,false,500
TENANT_B,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos,allow,false,500
TENANT_B,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos,allow,false,500
TENANT_B,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/ppc-activos,allow,false,500
TENANT_A,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos,deny,false,500
TENANT_A,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_A,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_A,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_B,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos,deny,false,500
TENANT_B,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_B,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_B,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_A,none,instalaciones,create,POST,/api/instalaciones/[id]/turnos,deny,false,500
TENANT_A,read,instalaciones,create,POST,/api/instalaciones/[id]/turnos,deny,false,500
TENANT_A,editor,instalaciones,create,POST,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_A,admin,instalaciones,create,POST,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_B,none,instalaciones,create,POST,/api/instalaciones/[id]/turnos,deny,false,500
TENANT_B,read,instalaciones,create,POST,/api/instalaciones/[id]/turnos,deny,false,500
TENANT_B,editor,instalaciones,create,POST,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_B,admin,instalaciones,create,POST,/api/instalaciones/[id]/turnos,allow,false,500
TENANT_A,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos_v2,deny,false,500
TENANT_A,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_A,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_A,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_B,none,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos_v2,deny,false,500
TENANT_B,read,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_B,editor,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_B,admin,instalaciones,read:detail,GET,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_A,none,instalaciones,create,POST,/api/instalaciones/[id]/turnos_v2,deny,false,500
TENANT_A,read,instalaciones,create,POST,/api/instalaciones/[id]/turnos_v2,deny,false,500
TENANT_A,editor,instalaciones,create,POST,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_A,admin,instalaciones,create,POST,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_B,none,instalaciones,create,POST,/api/instalaciones/[id]/turnos_v2,deny,false,500
TENANT_B,read,instalaciones,create,POST,/api/instalaciones/[id]/turnos_v2,deny,false,500
TENANT_B,editor,instalaciones,create,POST,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_B,admin,instalaciones,create,POST,/api/instalaciones/[id]/turnos_v2,allow,false,500
TENANT_A,none,pauta-diaria,delete,DELETE,/api/pauta-diaria/observacion/[id],deny,false,500
TENANT_A,read,pauta-diaria,delete,DELETE,/api/pauta-diaria/observacion/[id],deny,false,500
TENANT_A,editor,pauta-diaria,delete,DELETE,/api/pauta-diaria/observacion/[id],deny,false,500
TENANT_A,admin,pauta-diaria,delete,DELETE,/api/pauta-diaria/observacion/[id],deny,false,500
TENANT_B,none,pauta-diaria,delete,DELETE,/api/pauta-diaria/observacion/[id],deny,false,500
TENANT_B,read,pauta-diaria,delete,DELETE,/api/pauta-diaria/observacion/[id],deny,false,500
TENANT_B,editor,pauta-diaria,delete,DELETE,/api/pauta-diaria/observacion/[id],deny,false,500
TENANT_B,admin,pauta-diaria,delete,DELETE,/api/pauta-diaria/observacion/[id],deny,false,500
TENANT_A,none,payroll,read:list,GET,/api/payroll/estructuras/instalacion,deny,false,500
TENANT_A,read,payroll,read:list,GET,/api/payroll/estructuras/instalacion,deny,false,500
TENANT_A,editor,payroll,read:list,GET,/api/payroll/estructuras/instalacion,deny,false,500
TENANT_A,admin,payroll,read:list,GET,/api/payroll/estructuras/instalacion,deny,false,500
TENANT_B,none,payroll,read:list,GET,/api/payroll/estructuras/instalacion,deny,false,500
TENANT_B,read,payroll,read:list,GET,/api/payroll/estructuras/instalacion,deny,false,500
TENANT_B,editor,payroll,read:list,GET,/api/payroll/estructuras/instalacion,deny,false,500
TENANT_B,admin,payroll,read:list,GET,/api/payroll/estructuras/instalacion,deny,false,500
TENANT_A,none,payroll,create,POST,/api/payroll/estructuras-guardia/ensure,deny,false,500
TENANT_A,read,payroll,create,POST,/api/payroll/estructuras-guardia/ensure,deny,false,500
TENANT_A,editor,payroll,create,POST,/api/payroll/estructuras-guardia/ensure,deny,false,500
TENANT_A,admin,payroll,create,POST,/api/payroll/estructuras-guardia/ensure,deny,false,500
TENANT_B,none,payroll,create,POST,/api/payroll/estructuras-guardia/ensure,deny,false,500
TENANT_B,read,payroll,create,POST,/api/payroll/estructuras-guardia/ensure,deny,false,500
TENANT_B,editor,payroll,create,POST,/api/payroll/estructuras-guardia/ensure,deny,false,500
TENANT_B,admin,payroll,create,POST,/api/payroll/estructuras-guardia/ensure,deny,false,500
TENANT_A,none,payroll,read:list,GET,/api/payroll/estructuras-guardia/historial,deny,false,500
TENANT_A,read,payroll,read:list,GET,/api/payroll/estructuras-guardia/historial,deny,false,500
TENANT_A,editor,payroll,read:list,GET,/api/payroll/estructuras-guardia/historial,deny,false,500
TENANT_A,admin,payroll,read:list,GET,/api/payroll/estructuras-guardia/historial,deny,false,500
TENANT_B,none,payroll,read:list,GET,/api/payroll/estructuras-guardia/historial,deny,false,500
TENANT_B,read,payroll,read:list,GET,/api/payroll/estructuras-guardia/historial,deny,false,500
TENANT_B,editor,payroll,read:list,GET,/api/payroll/estructuras-guardia/historial,deny,false,500
TENANT_B,admin,payroll,read:list,GET,/api/payroll/estructuras-guardia/historial,deny,false,500
TENANT_A,none,payroll,create,POST,/api/payroll/estructuras-guardia/items,deny,false,500
TENANT_A,read,payroll,create,POST,/api/payroll/estructuras-guardia/items,deny,false,500
TENANT_A,editor,payroll,create,POST,/api/payroll/estructuras-guardia/items,deny,false,500
TENANT_A,admin,payroll,create,POST,/api/payroll/estructuras-guardia/items,deny,false,500
TENANT_B,none,payroll,create,POST,/api/payroll/estructuras-guardia/items,deny,false,500
TENANT_B,read,payroll,create,POST,/api/payroll/estructuras-guardia/items,deny,false,500
TENANT_B,editor,payroll,create,POST,/api/payroll/estructuras-guardia/items,deny,false,500
TENANT_B,admin,payroll,create,POST,/api/payroll/estructuras-guardia/items,deny,false,500
TENANT_A,none,pauta-diaria,read:list,GET,/api/pauta-diaria/turno-extra/dashboard,deny,false,500
TENANT_A,read,pauta-diaria,read:list,GET,/api/pauta-diaria/turno-extra/dashboard,deny,false,500
TENANT_A,editor,pauta-diaria,read:list,GET,/api/pauta-diaria/turno-extra/dashboard,deny,false,500
TENANT_A,admin,pauta-diaria,read:list,GET,/api/pauta-diaria/turno-extra/dashboard,deny,false,500
TENANT_B,none,pauta-diaria,read:list,GET,/api/pauta-diaria/turno-extra/dashboard,deny,false,500
TENANT_B,read,pauta-diaria,read:list,GET,/api/pauta-diaria/turno-extra/dashboard,deny,false,500
TENANT_B,editor,pauta-diaria,read:list,GET,/api/pauta-diaria/turno-extra/dashboard,deny,false,500
TENANT_B,admin,pauta-diaria,read:list,GET,/api/pauta-diaria/turno-extra/dashboard,deny,false,500
TENANT_A,none,pauta-diaria,export,GET,/api/pauta-diaria/turno-extra/exportar,deny,false,500
TENANT_A,read,pauta-diaria,export,GET,/api/pauta-diaria/turno-extra/exportar,deny,false,500
TENANT_A,editor,pauta-diaria,export,GET,/api/pauta-diaria/turno-extra/exportar,deny,false,500
TENANT_A,admin,pauta-diaria,export,GET,/api/pauta-diaria/turno-extra/exportar,allow,false,500
TENANT_B,none,pauta-diaria,export,GET,/api/pauta-diaria/turno-extra/exportar,deny,false,500
TENANT_B,read,pauta-diaria,export,GET,/api/pauta-diaria/turno-extra/exportar,deny,false,500
TENANT_B,editor,pauta-diaria,export,GET,/api/pauta-diaria/turno-extra/exportar,deny,false,500
TENANT_B,admin,pauta-diaria,export,GET,/api/pauta-diaria/turno-extra/exportar,allow,false,500
TENANT_A,none,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/marcar-pagado,deny,false,500
TENANT_A,read,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/marcar-pagado,deny,false,500
TENANT_A,editor,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/marcar-pagado,deny,false,500
TENANT_A,admin,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/marcar-pagado,deny,false,500
TENANT_B,none,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/marcar-pagado,deny,false,500
TENANT_B,read,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/marcar-pagado,deny,false,500
TENANT_B,editor,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/marcar-pagado,deny,false,500
TENANT_B,admin,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/marcar-pagado,deny,false,500
TENANT_A,none,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/preservar,deny,false,500
TENANT_A,read,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/preservar,deny,false,500
TENANT_A,editor,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/preservar,deny,false,500
TENANT_A,admin,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/preservar,deny,false,500
TENANT_B,none,pauta-diaria,create,POST,/api/pauta-diaria/turno-extra/preservar,deny,false,500
